NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|TIPO|Epoca|Categoría |Ingrediente
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|LECHE
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|RES
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|ACEITE
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|CEBOLLA
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|AJO
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|JITOMATE
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|CHILE SERRANO
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|SAL
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|PIMIENTA
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes|TORTILLA DE MAIZ
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|HUACHINANGO
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|LIMON
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|SALSA VERACRUZANA
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|SAL
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|PIMIENTA
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|ACEITE
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|CUITLACOCHE
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|CHAMPIÑONES
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|TOMILLO
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|MAIZ
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|QUESO DE RANCHO
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|SAL
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE SERRANO
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|TOMATE VERDE
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|LECHUGA
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|EPAZOTE
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|AGUACATE
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CLAVO
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CERDO
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|MASA DE MAIZ
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE CHIPOTLE
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE GUAJILLO
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|EPAZOTE
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|MASA DE MAIZ
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|HAZONTLE
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|ARROZ
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|QUESO
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|HUEVO
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|TRIGO
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|ACEITE
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|JITOMATE
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|AJO
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|CEBOLLA
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano|CHILE SERRANO
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|ACUYO
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|ACEITE
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|HUEVO
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|SAL
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|PIMIENTA
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|FRIJOL
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CEBOLLA
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CHILE DE ARBOL
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CHILE GUAJILLO
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|AJO
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|JITOMATE
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|AGUA
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|ACEITE
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CIRUELA AMARILLA
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|EPAZOTE
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|HUEVO
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|SAL
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos|ACEITE
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos|HUEVO
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos|JITOMATE
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos|TOMATE
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos|FRIJOL
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CHILE CHIPOTLE
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|ACEITE DE OLIVA
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|AJO
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CEBOLLA
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|HUEVO
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|YOGURT
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|SAL
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|JITOMATE
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|CHILE VERDE
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|AGUA
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|HUEVO
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|ACEITE
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|EPAZOTE
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|SAL
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos|PIMIENTA
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|HUEVO
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|MANTEQUILLA
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|AZUCAR
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|CANELA
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|ALMENDRA
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|PASA
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|JEREZ
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos|ELOTE
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos|HARINA
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos|SAL
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos|BICARBONATO DE SODIO
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos|CERDO
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|AZUCAR
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|HUEVO
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|MAIZ
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|VAINILLA
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|LECHE
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres|FRUTA
JAHUACATAS|MICHOACAN|20|30|60|0|0|0|3|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Panes y masas|MASA DE MAIZ
JAHUACATAS|MICHOACAN|20|30|60|0|0|0|3|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Panes y masas|FRIJOL
JAHUACATAS|MICHOACAN|20|30|60|0|0|0|3|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Panes y masas|CAÑA DE MAIZ
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|JAIBA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|QUESO MANCHEGO
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|HARINA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|HUEVO
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CALABAZA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|ACEITE
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|MANTEQUILLA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CALABAZA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CREMA
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|AZAFRAN
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|FRIJOL
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|LECHE
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|BICARBONATO DE SODIO
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|CANELA
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|AZUCAR
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|PIÑON
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|HUEVO
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|LECHE
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|AZUCAR
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|VAINILLA
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres|ALMENDRA
JOROCH|QUINTANA ROO|4|15|35|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALABAZA
JOROCH|QUINTANA ROO|4|15|35|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE ANCHO
JOROCH|QUINTANA ROO|4|15|35|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|MAIZ
JOROCH|QUINTANA ROO|4|15|35|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|ACEITE DE OLIVA
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CHILE COMAPEÑO
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|PIÑA
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|HOJA SANTA
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|GERMEN DE TRIGO
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|LANGOSTINO
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|SAL
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|PIMIENTA
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|LECHUGA
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|LANGOSTINO
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CHILE CORA
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|AJO
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CEBOLLA
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|OREGANO
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|NARANJA
