NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|SANDIA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sudán|Veracruz|Veracruz|Sudán|Llegó con esclavos africanos; fruta de verano muy popular.
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|ALBAHACA|7|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Puebla|Puebla|India|Considerada planta sagrada en Asia; en México aromatiza salsas verdes.
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|CHILE GUAJILLO|27|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Zacatecas|Zacatecas|Zacatecas|Mexica|Muy usado en adobos; su piel es tersa y su sabor suave.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|CIRUELA AMARILLA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Francia|Zacatecas|Zacatecas|Francia|Muy ácida; se hierve en almíbar o se deshidrata.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|Desayunos y Entradas|Conquista y Virreinato (1521 – 1821)|Desayunos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|Postres|México Prehispánico (Antes de 1521)|Antojitos|ELOTE|25|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba como ofrenda. Las mazorcas se asociaban al ciclo agrícola del sol.
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|Postres|México Prehispánico (Antes de 1521)|Antojitos|HARINA|11|Harinas y Masas|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Fue impuesta para sustituir al maíz en panaderías de elite.
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|Postres|México Prehispánico (Antes de 1521)|Antojitos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|Postres|México Prehispánico (Antes de 1521)|Antojitos|BICARBONATO DE SODIO|8|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|EE.UU.|CDMX|CDMX|EE.UU.|Usado en panadería y también como antiácido casero desde el siglo XX.
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|Postres|México Prehispánico (Antes de 1521)|Antojitos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CHILE GUAJILLO|27|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Zacatecas|Zacatecas|Zacatecas|Mexica|Muy usado en adobos; su piel es tersa y su sabor suave.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|TOMATE VERDE|40|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Mexica|Más ácido que el jitomate; base prehispánica de las salsas verdes.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CANELA|62|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sri Lanka|Veracruz|Veracruz|Sri Lanka|En la Colonia se usaba en casi todos los postres conventuales.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CLAVO|36|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Indonesia|Veracruz|Veracruz|Indonesia|En la Edad Media, valía su peso en oro; da aroma a moles y dulces.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CALDO DE POLLO|60|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|El caldo se preparaba con aves nativas como el guajolote, no con pollo.
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|PATO|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Llegó con migrantes europeos; aparece en recetas de elite y manchamanteles.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|MOLE ROSA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Guerrero|Guerrero|Guerrero|Tlaxcalteca|Contiene betabel y pétalos; versión moderna y visualmente llamativa.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|PACAYA|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Chiapas|Chiapas|Chiapas|Maya|Flor de palma; se capea y se sirve con adobo.
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|Moles|México Contemporáneo (1940 - Actualidad)|Aves|PIÑON|9|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Hidalgo|Hidalgo|Hidalgo|Mexica|Se cosecha de pinos silvestres; ingrediente caro en moles y nogadas.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|MAÍZ CACAHUACINTLE|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Su grano grande es usado en pozole y fermentos rituales.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|MEJORANA|28|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Más dulce que el orégano; se cultiva en huertos urbanos.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|TOMILLO|38|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Planta asociada a rituales de fuerza y valor en la antigüedad.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|OREGANO|63|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|Puebla|Puebla|Italia|En México se usa una variedad local más fuerte que la europea.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE PIQUIN|7|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Tamaulipas|Tamaulipas|Tamaulipas|Mexica|Silvestre, minúsculo y poderoso. Ideal para dar picor intenso.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|RABANO|8|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|Puebla|Puebla|Grecia|Se cultiva en climas fríos; en Oaxaca se tallan figuras con él.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|LECHUGA ROMANA|2|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Usada desde el Imperio Romano; base de ensaladas crujientes.
POZOLE BLANCO|GUERRERO|10|20|180|0|0|0|2|2|Carnes|México Prehispánico (Antes de 1521)|Sopas y caldos|CHICHARRON|8|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|CDMX|CDMX|España|Herencia ibérica; hoy base de tacos, salsas y guisados.
SALSA DE CIRUELAS|GUERRERO|6|5|20|0|0|0|1|2|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|CHILE DE ARBOL|8|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Jalisco|Jalisco|Jalisco|Mexica|Muy picante. En infusiones combate la gripe y en salsas, la apatía.
SALSA DE CIRUELAS|GUERRERO|6|5|20|0|0|0|1|2|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
SALSA DE CIRUELAS|GUERRERO|6|5|20|0|0|0|1|2|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|CIRUELA|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Francia|Zacatecas|Zacatecas|Francia|En la Colonia se cocía en vino tinto y se añadía a carnes.
SALSA DE CIRUELAS|GUERRERO|6|5|20|0|0|0|1|2|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
SALSA DE CIRUELAS|GUERRERO|6|5|20|0|0|0|1|2|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
SALSA DE TAMARINDO|GUERRERO|6|10|15|0|0|0|1|1|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|CHILE DE ARBOL|8|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Jalisco|Jalisco|Jalisco|Mexica|Muy picante. En infusiones combate la gripe y en salsas, la apatía.
SALSA DE TAMARINDO|GUERRERO|6|10|15|0|0|0|1|1|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|TAMARINDO|3|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Llegó por el Galeón; su sabor ácido es base de aguas frescas y dulces cristalizados.
SALSA DE TAMARINDO|GUERRERO|6|10|15|0|0|0|1|1|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
SALSA DE TAMARINDO|GUERRERO|6|10|15|0|0|0|1|1|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
SALSA DE TAMARINDO|GUERRERO|6|10|15|0|0|0|1|1|Salsas|Conquista y Virreinato (1521 – 1821)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|PESCADO|5|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Sinaloa|Sinaloa|Sinaloa|Maya|En zonas costeras, los mexicas lo secaban y salaban para conservarlo.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|CHILE GUAJILLO|27|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Zacatecas|Zacatecas|Zacatecas|Mexica|Muy usado en adobos; su piel es tersa y su sabor suave.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TLAPANILI|GUERRERO|12|15|30|0|0|0|1|2|Moles|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
TLAPANILI|GUERRERO|12|15|30|0|0|0|1|2|Moles|México Prehispánico (Antes de 1521)|Sopas y caldos|AGUACATE|41|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Su nombre significa “testículo” en náhuatl por su forma. Afrodisiaco desde tiempos antiguos.
TLAPANILI|GUERRERO|12|15|30|0|0|0|1|2|Moles|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO|60|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|El caldo se preparaba con aves nativas como el guajolote, no con pollo.
TLAPANILI|GUERRERO|12|15|30|0|0|0|1|2|Moles|México Prehispánico (Antes de 1521)|Sopas y caldos|MASA DE MAÍZ|30|Harinas y Masas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|El secreto está en la cal. La nixtamalización transforma el maíz en nutrición.
TLAPANILI|GUERRERO|12|15|30|0|0|0|1|2|Moles|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|COLORIN|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Morelos|Morelos|Morelos|Mexica|Flor venenosa si no se hierve bien; se sirve en tortitas.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|PEREJIL|26|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Se usa desde la antigüedad como planta de funeral y cocina.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|MOLE DE AROMAS GUERRERENSE|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Guerrero|Guerrero|Guerrero|Náhuatl|Versión moderna con clavo, canela y frutas secas.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|PLATANO MACHO|7|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Veracruz|Veracruz|Filipinas|Se fríe o cuece; fue alimento de barcos del Galeón de Manila.
TORTAS DE COLORIN EN MOLE DE AROMAS GUERRENSE|GUERRERO|8|15|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CHILE MORITA|5|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Es chipotle pequeño, más oscuro y aromático. Adobos profundos.
